candidate_id,job_title,job_description,required_education,required_skills,required_experience,candidate_education,candidate_skills,candidate_experience,hired
4819,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Digital Marketing', 'Security Protocols', 'React']",2.0,Bachelor’s,"['Photoshop', 'Writing', 'SQL', 'Databases']",2.0,0
4820,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['React', 'Financial Modeling', 'Security Protocols']",3.0,Bachelor’s,"['Databases', 'Java']",4.0,0
4821,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Node.js', 'Photoshop', 'Java', 'Excel', 'Problem-Solving']",3.0,Master’s,"['Adobe Illustrator', 'Problem-Solving', 'Digital Marketing']",1.0,0
4822,Cybersecurity Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Java', 'ML']",2.0,Master’s,"['Python', 'Problem-Solving', 'Digital Marketing']",0.5,0
4823,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Networking', 'Digital Marketing', 'SQL', 'Writing', 'Excel']",3.0,Associate’s,"['React', 'Photoshop', 'Digital Marketing']",2.0,0
4824,Software Engineering Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Financial Modeling', 'Python', 'Problem-Solving', 'Node.js', 'SQL']",0.0,Bachelor’s,"['Photoshop', 'React', 'Java', 'Security Protocols']",4.0,0
4825,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Java', 'Digital Marketing']",1.0,High School,"['Excel', 'ML', 'Adobe Illustrator', 'Problem-Solving', 'Python']",2.0,0
4826,Marketing Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['Writing', 'Problem-Solving']",0.0,Associate’s,"['React', 'Excel', 'Financial Modeling', 'SQL', 'Adobe Illustrator']",3.0,0
4827,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Node.js', 'ML', 'Adobe Illustrator', 'Java']",0.0,Bachelor’s,"['Photoshop', 'Node.js', 'Security Protocols']",4.0,1
4828,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Financial Modeling', 'React']",0.5,Bachelor’s,"['ML', 'Excel', 'Financial Modeling', 'Python', 'React']",0.5,0
4829,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Security Protocols', 'Java', 'Problem-Solving', 'Adobe Illustrator']",1.0,Master’s,"['ML', 'SQL', 'React', 'Digital Marketing']",0.0,0
4830,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Writing', 'Java']",0.5,High School,"['Digital Marketing', 'SQL']",2.0,0
4831,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Java', 'Digital Marketing', 'Excel', 'Security Protocols', 'Networking']",3.0,Bachelor’s,"['Photoshop', 'Problem-Solving', 'Security Protocols', 'Node.js', 'Excel']",2.0,0
4832,Finance Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Digital Marketing', 'React', 'Networking', 'ML', 'Databases']",2.0,High School,"['Security Protocols', 'React', 'Networking']",0.5,0
4833,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Node.js', 'Writing', 'Databases', 'Adobe Illustrator', 'Python']",0.0,Master’s,"['Financial Modeling', 'Excel']",3.0,0
4834,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Photoshop', 'Databases', 'Financial Modeling']",1.0,Master’s,"['Node.js', 'Networking', 'Security Protocols']",3.0,0
4835,Graphic Design Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Photoshop', 'Adobe Illustrator', 'Networking']",0.5,Master’s,"['Writing', 'Security Protocols']",3.0,0
4836,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Problem-Solving', 'Financial Modeling', 'Digital Marketing']",3.0,High School,"['Problem-Solving', 'Financial Modeling', 'Networking', 'React', 'Writing']",4.0,0
4837,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Databases', 'React']",0.0,Master’s,"['Node.js', 'Writing', 'Python']",3.0,0
4838,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Python', 'Node.js']",2.0,Bachelor’s,"['Financial Modeling', 'Networking', 'Digital Marketing']",0.0,0
4839,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Digital Marketing', 'Networking', 'Problem-Solving', 'Financial Modeling', 'Security Protocols']",0.0,Bachelor’s,"['React', 'Photoshop', 'ML', 'Financial Modeling', 'Python']",0.0,0
4840,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Financial Modeling', 'Node.js', 'Problem-Solving', 'React', 'Digital Marketing']",2.0,Master’s,"['Node.js', 'SQL']",1.0,0
4841,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Node.js', 'React', 'Python', 'Problem-Solving', 'Digital Marketing']",2.0,High School,"['Databases', 'Financial Modeling', 'Digital Marketing']",1.0,0
4842,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Problem-Solving', 'Writing']",3.0,High School,"['Networking', 'Excel']",5.0,0
4843,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Python', 'Problem-Solving', 'Photoshop', 'Networking']",3.0,Diploma,"['Financial Modeling', 'Writing']",5.0,0
4844,Finance Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Master’s,"['Digital Marketing', 'Databases', 'Photoshop', 'Security Protocols']",0.5,Bachelor’s,"['Excel', 'Photoshop']",0.0,0
4845,Software Engineering Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['ML', 'Financial Modeling', 'Writing', 'Problem-Solving']",1.0,Master’s,"['Photoshop', 'Security Protocols']",5.0,0
4846,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Excel', 'Networking', 'Writing', 'Adobe Illustrator', 'Photoshop']",1.0,Bachelor’s,"['Problem-Solving', 'Java', 'Adobe Illustrator', 'SQL', 'Networking']",4.0,0
4847,Software Engineering Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Java', 'Networking']",1.0,Associate’s,"['Digital Marketing', 'Python']",0.5,0
4848,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Financial Modeling', 'Problem-Solving']",1.0,Associate’s,"['Databases', 'Security Protocols', 'Digital Marketing']",0.5,0
4849,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Adobe Illustrator', 'Databases']",2.0,Diploma,"['Problem-Solving', 'Digital Marketing', 'Node.js', 'Networking']",2.0,0
4850,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['ML', 'Digital Marketing']",1.0,High School,"['Node.js', 'Adobe Illustrator', 'Digital Marketing', 'Python', 'Excel']",0.5,0
4851,Graphic Design Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Excel', 'SQL']",0.5,Associate’s,"['Networking', 'ML', 'Photoshop', 'Node.js']",1.0,0
4852,Software Engineering Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Bachelor’s,"['Digital Marketing', 'Financial Modeling', 'React', 'Java', 'Photoshop']",0.0,High School,"['Java', 'Digital Marketing']",3.0,0
4853,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Adobe Illustrator', 'Databases', 'Node.js', 'React', 'SQL']",2.0,Associate’s,"['Python', 'React', 'Adobe Illustrator', 'Security Protocols', 'Financial Modeling']",4.0,0
4854,Finance Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Networking', 'Financial Modeling', 'SQL', 'Java', 'React']",0.5,Master’s,"['Security Protocols', 'ML', 'Financial Modeling']",0.5,1
4855,Data Science Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Java', 'React', 'Python', 'SQL', 'Financial Modeling']",2.0,Bachelor’s,"['Node.js', 'Financial Modeling', 'Security Protocols']",3.0,0
4856,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Problem-Solving', 'Java', 'Financial Modeling', 'Networking', 'Python']",3.0,High School,"['Python', 'Digital Marketing', 'Financial Modeling', 'Problem-Solving', 'ML']",2.0,0
4857,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Associate’s,"['Problem-Solving', 'Python']",0.5,Bachelor’s,"['Security Protocols', 'Photoshop', 'Adobe Illustrator', 'React', 'Financial Modeling']",1.0,0
4858,Graphic Design Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,High School,"['Photoshop', 'Financial Modeling', 'Networking', 'Digital Marketing', 'Problem-Solving']",0.0,Master’s,"['Security Protocols', 'Writing', 'Financial Modeling', 'Networking']",4.0,0
4859,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['SQL', 'Node.js', 'Digital Marketing', 'Financial Modeling']",0.0,Bachelor’s,"['Financial Modeling', 'Photoshop', 'Adobe Illustrator', 'Node.js']",2.0,0
4860,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Bachelor’s,"['Python', 'Excel']",3.0,High School,"['Adobe Illustrator', 'React']",0.0,0
4861,Cybersecurity Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Bachelor’s,"['Databases', 'Node.js', 'Security Protocols', 'Photoshop']",1.0,Diploma,"['Financial Modeling', 'Databases', 'ML', 'Security Protocols']",4.0,0
4862,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Java', 'Security Protocols', 'Writing', 'Problem-Solving', 'Excel']",0.0,High School,"['Financial Modeling', 'Networking', 'React']",1.0,0
4863,Software Engineering Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Excel', 'Problem-Solving', 'SQL']",2.0,High School,"['Node.js', 'Excel', 'Financial Modeling']",5.0,0
4864,Data Science Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Photoshop', 'React', 'Security Protocols']",0.5,High School,"['Adobe Illustrator', 'Node.js', 'Problem-Solving', 'Digital Marketing']",0.0,0
4865,Graphic Design Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Financial Modeling', 'Adobe Illustrator', 'Security Protocols', 'Excel']",1.0,Associate’s,"['ML', 'Photoshop']",5.0,0
4866,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Digital Marketing', 'Databases', 'SQL', 'React', 'Node.js']",0.0,Associate’s,"['Python', 'Node.js', 'Problem-Solving']",2.0,0
4867,Software Engineering Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['SQL', 'ML', 'Python']",0.5,Diploma,"['SQL', 'Adobe Illustrator', 'Node.js', 'Problem-Solving', 'Writing']",2.0,1
4868,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Networking', 'Problem-Solving', 'Writing', 'ML']",0.5,Master’s,"['Node.js', 'SQL']",5.0,0
4869,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Databases', 'SQL', 'Node.js']",2.0,Associate’s,"['Adobe Illustrator', 'SQL', 'ML']",0.5,0
4870,Marketing Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Associate’s,"['Financial Modeling', 'Security Protocols']",2.0,Bachelor’s,"['Financial Modeling', 'Databases', 'Java', 'ML', 'Excel']",0.0,0
4871,Marketing Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Databases', 'Digital Marketing']",0.5,Associate’s,"['Node.js', 'Financial Modeling', 'Databases', 'Java', 'Digital Marketing']",1.0,0
4872,Data Science Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Python', 'Writing', 'SQL']",1.0,Associate’s,"['Problem-Solving', 'Networking', 'Databases']",4.0,0
4873,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Node.js', 'Java', 'Security Protocols']",0.0,Diploma,"['Digital Marketing', 'Adobe Illustrator', 'Photoshop']",4.0,0
4874,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Adobe Illustrator', 'Networking', 'ML', 'Financial Modeling']",0.0,High School,"['Python', 'ML', 'Writing', 'Excel']",5.0,1
4875,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Node.js', 'ML', 'Financial Modeling', 'Writing', 'Problem-Solving']",3.0,High School,"['Financial Modeling', 'Writing']",0.0,0
4876,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Financial Modeling', 'Security Protocols', 'Networking']",2.0,Bachelor’s,"['Financial Modeling', 'Databases', 'Networking', 'ML', 'Adobe Illustrator']",4.0,0
4877,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['SQL', 'Networking', 'Adobe Illustrator', 'Digital Marketing', 'Python']",0.5,Associate’s,"['Databases', 'Java']",5.0,0
4878,Software Engineering Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Networking', 'Python', 'Adobe Illustrator', 'Node.js', 'Digital Marketing']",3.0,Master’s,"['Photoshop', 'SQL', 'Problem-Solving', 'Writing']",4.0,0
4879,Marketing Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Photoshop', 'ML', 'Networking', 'Problem-Solving', 'Excel']",0.5,High School,"['Databases', 'Photoshop', 'Networking', 'Problem-Solving', 'Financial Modeling']",3.0,0
4880,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['Writing', 'Adobe Illustrator']",1.0,Master’s,"['Databases', 'Digital Marketing', 'Node.js', 'SQL', 'Security Protocols']",2.0,0
4881,Cybersecurity Attachment,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Security Protocols', 'Financial Modeling', 'Java']",1.0,Diploma,"['Security Protocols', 'Photoshop']",5.0,1
4882,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Associate’s,"['Photoshop', 'Writing']",2.0,High School,"['SQL', 'Databases', 'Java']",4.0,0
4883,Software Engineering Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Photoshop', 'Security Protocols']",0.0,Master’s,"['Photoshop', 'Problem-Solving', 'SQL', 'Security Protocols', 'Digital Marketing']",4.0,0
4884,Graphic Design Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Associate’s,"['Excel', 'Photoshop']",1.0,Diploma,"['Adobe Illustrator', 'Python', 'Databases']",1.0,0
4885,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Digital Marketing', 'Databases', 'Adobe Illustrator', 'Financial Modeling', 'React']",1.0,Diploma,"['Node.js', 'Financial Modeling', 'Python', 'React']",0.5,0
4886,Cybersecurity Attachment,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Problem-Solving', 'ML']",3.0,Diploma,"['Security Protocols', 'Digital Marketing', 'Problem-Solving', 'Excel']",0.0,0
4887,Backend Developer Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Writing', 'Networking', 'Node.js', 'Digital Marketing', 'Photoshop']",0.5,Bachelor’s,"['ML', 'Databases', 'React', 'Python']",4.0,0
4888,Marketing Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Financial Modeling', 'SQL', 'Writing']",1.0,Bachelor’s,"['Node.js', 'Networking', 'Problem-Solving', 'Writing', 'Security Protocols']",0.0,0
4889,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Digital Marketing', 'Adobe Illustrator', 'ML', 'Photoshop']",3.0,Associate’s,"['Excel', 'Security Protocols', 'Networking', 'Python']",2.0,0
4890,Marketing Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Financial Modeling', 'Security Protocols']",1.0,Master’s,"['ML', 'Adobe Illustrator', 'Python']",2.0,0
4891,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Master’s,"['Security Protocols', 'Digital Marketing', 'Python']",0.0,Associate’s,"['Excel', 'Problem-Solving']",0.0,0
4892,Data Science Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Networking', 'Java']",1.0,Associate’s,"['Photoshop', 'Security Protocols', 'Python']",4.0,0
4893,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Financial Modeling', 'Photoshop', 'Adobe Illustrator', 'Networking', 'Python']",2.0,Bachelor’s,"['React', 'Adobe Illustrator']",0.5,0
4894,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Master’s,"['Digital Marketing', 'Adobe Illustrator']",1.0,Bachelor’s,"['React', 'Security Protocols', 'Writing', 'Networking', 'Python']",0.0,0
4895,Backend Developer Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['React', 'Excel']",0.5,High School,"['Photoshop', 'Security Protocols', 'Node.js', 'Excel']",1.0,0
4896,Graphic Design Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,High School,"['ML', 'React', 'Databases', 'Digital Marketing', 'Java']",3.0,Master’s,"['Python', 'Databases', 'Excel']",4.0,0
4897,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['React', 'Networking', 'Financial Modeling', 'Excel']",0.0,High School,"['Digital Marketing', 'Python', 'Security Protocols', 'Photoshop']",0.0,0
4898,Cybersecurity Attachment,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Writing', 'Databases', 'Networking', 'Security Protocols']",1.0,Bachelor’s,"['Financial Modeling', 'Java', 'Security Protocols', 'Python']",4.0,0
4899,Cybersecurity Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Financial Modeling', 'Python', 'React', 'Photoshop']",0.5,Associate’s,"['Networking', 'ML', 'Problem-Solving']",4.0,0
4900,Marketing Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Networking', 'Digital Marketing', 'Photoshop']",2.0,Associate’s,"['React', 'Databases', 'Security Protocols', 'SQL', 'Digital Marketing']",0.0,0
4901,Graphic Design Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['SQL', 'Digital Marketing', 'Problem-Solving']",1.0,Diploma,"['Node.js', 'Databases', 'Java', 'Problem-Solving', 'Excel']",3.0,0
4902,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Bachelor’s,"['Photoshop', 'Networking', 'Node.js', 'Problem-Solving', 'Java']",2.0,Bachelor’s,"['Databases', 'Excel']",1.0,0
4903,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Diploma,"['Problem-Solving', 'Python', 'Writing', 'Photoshop']",1.0,High School,"['Networking', 'React', 'Databases']",0.5,0
4904,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Problem-Solving', 'Financial Modeling', 'Python', 'Security Protocols']",1.0,Diploma,"['Excel', 'React']",2.0,0
4905,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Databases', 'Adobe Illustrator', 'Photoshop']",0.5,High School,"['Node.js', 'Python', 'Excel', 'Databases']",0.5,1
4906,Cybersecurity Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Photoshop', 'Java', 'Writing']",3.0,High School,"['Node.js', 'Digital Marketing', 'Excel']",2.0,0
4907,Cybersecurity Attachment,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,Diploma,"['Problem-Solving', 'Python', 'Digital Marketing', 'Node.js']",2.0,High School,"['Node.js', 'ML']",0.5,0
4908,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Associate’s,"['Databases', 'React', 'Node.js', 'Problem-Solving', 'Python']",2.0,Bachelor’s,"['Financial Modeling', 'Adobe Illustrator', 'Writing', 'Java', 'Digital Marketing']",0.0,0
4909,Graphic Design Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Diploma,"['Problem-Solving', 'Security Protocols']",3.0,Bachelor’s,"['Financial Modeling', 'Writing']",0.5,0
4910,Cybersecurity Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Problem-Solving', 'React', 'Writing']",3.0,Master’s,"['React', 'Adobe Illustrator', 'Financial Modeling', 'Photoshop', 'Java']",0.5,0
4911,Cybersecurity Attachment,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,High School,"['Financial Modeling', 'Python', 'Adobe Illustrator', 'ML']",0.5,Diploma,"['Photoshop', 'Node.js', 'Problem-Solving', 'React', 'Databases']",0.5,0
4912,Graphic Design Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,High School,"['Security Protocols', 'Databases', 'Financial Modeling', 'React', 'Writing']",1.0,Bachelor’s,"['Networking', 'Node.js', 'Writing', 'SQL', 'Databases']",2.0,0
4913,Marketing Intern,Graphic design internship for students skilled in Adobe Illustrator and Photoshop. No experience required.,Master’s,"['Java', 'Databases', 'ML']",0.0,Bachelor’s,"['Excel', 'Security Protocols', 'Digital Marketing', 'SQL', 'ML']",1.0,0
4914,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['Networking', 'Python', 'Java', 'Node.js', 'React']",0.5,Master’s,"['Node.js', 'Digital Marketing', 'SQL', 'Java']",5.0,0
4915,Data Science Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Diploma,"['Networking', 'React']",2.0,Bachelor’s,"['SQL', 'Security Protocols']",1.0,0
4916,Marketing Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Diploma,"['Networking', 'Photoshop', 'Writing', 'Digital Marketing', 'React']",0.0,Bachelor’s,"['Digital Marketing', 'Security Protocols', 'Networking']",4.0,0
4917,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",High School,"['SQL', 'Photoshop', 'Writing']",1.0,High School,"['Excel', 'Networking', 'Photoshop', 'Python']",0.5,0
4918,Backend Developer Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Associate’s,"['Python', 'Node.js', 'Problem-Solving', 'React']",3.0,High School,"['Java', 'Databases', 'SQL']",1.0,0
4919,Data Science Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,High School,"['Python', 'Photoshop']",2.0,Diploma,"['Security Protocols', 'Networking', 'Photoshop']",0.5,0
4920,Backend Developer Intern,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",Associate’s,"['Problem-Solving', 'Photoshop', 'Python', 'Networking', 'Writing']",1.0,Master’s,"['React', 'Python']",5.0,0
4921,Marketing Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Photoshop', 'Problem-Solving', 'Security Protocols']",0.0,Master’s,"['Adobe Illustrator', 'Networking', 'Java']",0.0,0
4922,Marketing Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Writing', 'SQL']",3.0,Master’s,"['Databases', 'Digital Marketing', 'Java', 'Security Protocols', 'React']",3.0,0
4923,Software Engineering Intern,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Diploma,"['Excel', 'Digital Marketing', 'Java', 'Python']",0.0,Associate’s,"['Photoshop', 'Networking']",0.5,0
4924,Backend Developer Intern,Cybersecurity attachment for students with basic knowledge of networking and security protocols. 3 months experience preferred.,Bachelor’s,"['Databases', 'Adobe Illustrator', 'Writing']",0.5,Diploma,"['Node.js', 'Writing', 'Databases', 'Problem-Solving', 'Python']",1.0,0
4925,Finance Attachment,Marketing intern needed. Must have strong writing and digital marketing skills. Prior experience preferred.,Master’s,"['Security Protocols', 'Financial Modeling']",1.0,Bachelor’s,"['Node.js', 'Financial Modeling']",0.0,0
4926,Software Engineering Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Problem-Solving', 'Networking', 'Writing', 'Financial Modeling']",0.0,Bachelor’s,"['Python', 'Networking']",3.0,1
4927,Software Engineering Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Diploma,"['Digital Marketing', 'Adobe Illustrator', 'Python']",0.0,Diploma,"['Problem-Solving', 'Java', 'Writing', 'Security Protocols']",2.0,0
4928,Graphic Design Intern,Backend development internship focusing on Node.js and databases. At least 1 year experience required.,High School,"['Databases', 'Adobe Illustrator', 'Photoshop']",2.0,Diploma,"['React', 'Adobe Illustrator', 'Digital Marketing']",0.0,0
4929,Marketing Intern,Finance attachment for students with knowledge of financial modeling and Excel. Some prior experience preferred.,Bachelor’s,"['Security Protocols', 'Networking']",3.0,Bachelor’s,"['Writing', 'React']",0.0,0
4930,Data Science Intern,"Software engineering internship requiring Java, React, and problem-solving skills. At least 6 months experience needed.",Master’s,"['Python', 'Networking', 'Adobe Illustrator', 'React']",1.0,Bachelor’s,"['React', 'Problem-Solving', 'Java', 'Databases']",4.0,0
4931,Finance Attachment,"Looking for a data science intern skilled in Python, ML, and SQL. Preferred: Bachelor's degree. No experience required.",High School,"['Writing', 'Financial Modeling', 'Java']",0.5,Master’s,"['Security Protocols', 'Networking', 'Java']",5.0,0
